250285705039633	0.28435755	-0.18906265	0.13545926
250285709797133	0.23777911	-0.11728604	0.10384701
250285714554633	0.19364414	-0.04138609	0.075594515
250285719312550	0.15073088	0.029474225	0.05329795
250285724070987	0.11178826	0.09407318	0.03084867
250285728828696	0.07589995	0.14492767	0.010384701
250285733586404	0.04046979	0.1791361	-0.011453714
250285738344008	0.009010255	0.20021093	-0.03405571
250285743101612	-0.022296565	0.20998476	-0.05650499
250285747859321	-0.05146536	0.22266021	-0.07956514
250285752617029	-0.08124501	0.24297146	-0.10216714
250285757374737	-0.10506874	0.27565274	-0.12110394
250285762132446	-0.12247839	0.31322092	-0.13668099
250285766890154	-0.13164136	0.3480402	-0.14889829
250285771647862	-0.13500112	0.36651886	-0.159283
250285776405571	-0.13362667	0.364839	-0.16630794
250285781163279	-0.12507457	0.34361145	-0.16844596
250285785920883	-0.110871956	0.31093016	-0.16508621
250285790678487	-0.0923933	0.27030766	-0.1547015
250285795436196	-0.068722285	0.21487169	-0.14080434
250285800193904	-0.035888307	0.13179408	-0.12293654
250285804951612	0.0050396346	0.016187917	-0.10109812
250285809709321	0.049327333	-0.12507457	-0.07987057
250285814467029	0.08933897	-0.25977024	-0.05742129
250285819224737	0.12110394	-0.36621344	-0.03375028
250285823982446	0.14950916	-0.4331031	-0.008093959
250285828740050	0.17333288	-0.47311476	0.016951498
250285833497654	0.19058982	-0.4894554	0.040622506
250285838255362	0.20219624	-0.48426306	0.05589413
250285843013071	0.20540328	-0.4592176	0.0650571
250285847770779	0.1989892	-0.41920596	0.06750056
250285852528487	0.18203771	-0.37216938	0.06169734
250285857286196	0.16050471	-0.31199917	0.054366965
250285862043904	0.13973531	-0.24953826	0.047189303
250285866801612	0.12782346	-0.19761476	0.04780017
250285871559321	0.13225223	-0.1594357	0.052381653
250285876317029	0.15012002	-0.1517999	0.059559315
250285881074633	0.1754709	-0.16951497	0.06887501
250285885832237	0.20525056	-0.20280711	0.075289086
250285890589946	0.23090689	-0.23930627	0.081397735
250285895347654	0.24999641	-0.26190826	0.08918626
250285900105362	0.26190826	-0.2623664	0.09315688
250285904863071	0.2640463	-0.24785839	0.0923933
250285909620779	0.25763223	-0.21258095	0.08628465
250285914378487	0.24465135	-0.1640172	0.0820086
250285919136196	0.23182319	-0.1188132	0.07834341
250285923893904	0.22281294	-0.106290475	0.075594515
250285928651612	0.2234238	-0.14202607	0.077121675
250285933409217	0.22968516	-0.22525638	0.08185588
250285938166821	0.24449863	-0.3336849	0.089033544
250285942924529	0.26328272	-0.43799004	0.102014415
250285947682237	0.28145593	-0.5207622	0.119271345
250285952439946	0.29932374	-0.5679515	0.14110976
250285957197654	0.3159698	-0.5922334	0.16172644
250285961955362	0.33093598	-0.58994263	0.18051054
250285966713071	0.34162614	-0.56520265	0.19257513
250285971470779	0.34025168	-0.5242747	0.19364414
250285976228487	0.32940882	-0.46792242	0.18493931
250285980986196	0.30497423	-0.40607235	0.16569707
250285985743904	0.26801693	-0.33505934	0.13622284
250285990501508	0.22601996	-0.26175556	0.1036943
250285995259112	0.1800524	-0.1802051	0.065667965
250286000016821	0.13271037	-0.091629714	0.024129158
250286004774529	0.085979216	-0.008399391	-0.022449281
250286009532237	0.0377209	0.07819069	-0.066736974
250286014289946	-0.0151189035	0.1632536	-0.10338886
250286019047654	-0.06856957	0.24755295	-0.12797616
250286023805362	-0.1178969	0.32665995	-0.14126249
250286028563071	-0.16875139	0.4085158	-0.14889829
250286033320779	-0.21578798	0.5009091	-0.14798199
250286038078487	-0.26832235	0.607505	-0.14278965
250286042836196	-0.3281871	0.75655603	-0.14737113
250286047593904	-0.39675668	0.9582941	-0.16661337
250286052351612	-0.47112945	1.1919498	-0.1915061
250286057109217	-0.54748756	1.421635	-0.2150244
250286061866821	-0.62399834	1.6061162	-0.23457208
250286066624529	-0.69149894	1.7085888	-0.2535089
250286071382237	-0.74647677	1.7148502	-0.2667952
250286076139946	-0.787252	1.6216933	-0.2698495
250286080897654	-0.8014546	1.429729	-0.2600757
250286085655362	-0.7921389	1.1444552	-0.23976442
250286090413071	-0.7513637	0.7829759	-0.21609342
250286095170779	-0.67622733	0.3668243	-0.17989968
250286099928487	-0.5685624	-0.085215636	-0.13408482
250286104686196	-0.4366156	-0.54458594	-0.07849612
250286109443904	-0.2866483	-0.95004743	-0.0061086477
250286114201612	-0.12996148	-1.2559379	0.07147118
250286118959321	0.032681264	-1.444848	0.14660755
250286123717029	0.19165882	-1.527162	0.22189663
250286128474737	0.33032513	-1.5053235	0.28787002
250286133232446	0.43905905	-1.4014765	0.3339903
250286137990050	0.5198459	-1.2275327	0.3611738
250286142747654	0.5751292	-1.0247257	0.3666716
250286147505362	0.6017018	-0.83688474	0.35521787
250286152263071	0.6044507	-0.683405	0.32895067
250286157020779	0.5844449	-0.5771145	0.28619015
250286161778487	0.54672396	-0.49861836	0.23396121
250286166536196	0.4967858	-0.43432486	0.18112141
250286171293904	0.44394597	-0.3572032	0.13255766
250286176051612	0.39080074	-0.27656904	0.091324285
250286180809321	0.33964083	-0.20708317	0.06551525
250286185567029	0.29107708	-0.16432263	0.04703659
250286190324737	0.24205516	-0.13912445	0.037415467
250286195082446	0.1886045	-0.11377356	0.031001387
250286199840154	0.13026692	-0.05986475	0.026572619
250286204597862	0.06520981	0.01847866	0.024129158
250286209355571	-0.0019853106	0.11423171	0.025961753
250286214113279	-0.07223476	0.21181737	0.032223117
250286218870987	-0.14294235	0.31535894	0.032375835
250286223628696	-0.21639885	0.44669488	0.020158539
250286228386404	-0.2941314	0.6130028	-0.0048869182
250286233144112	-0.36926776	0.796415	-0.031154104
250286237901821	-0.44730574	0.958905	-0.060017463
250286242659425	-0.51511174	1.0720677	-0.083230324
250286247417029	-0.5723803	1.1197151	-0.1018617
250286252174737	-0.6110175	1.0954332	-0.11988221
250286256932446	-0.62934345	1.0112866	-0.13316852
250286261690154	-0.6227766	0.85689056	-0.13836087
250286266447862	-0.582765	0.6090322	-0.12980877
250286271205571	-0.5085449	0.27015495	-0.10613775
250286275963279	-0.4045452	-0.11346813	-0.07055488
250286280720987	-0.2761109	-0.4735729	-0.027336199
250286285478696	-0.1339321	-0.75502884	0.017562363
250286290236404	0.028405212	-0.980438	0.073303774
250286294994112	0.20967934	-1.2090541	0.1424842
250286299751821	0.39920014	-1.4503458	0.22006404
250286304509529	0.5829177	-1.6343687	0.28848088
250286309267237	0.74342245	-1.6913319	0.3376555
250286314024946	0.8694133	-1.5851941	0.36102107
250286318782654	0.9445497	-1.3379465	0.35979936
250286323540362	0.9665408	-0.9986112	0.33429575
250286328298071	0.9338595	-0.6369792	0.29367325
250286333055779	0.8620829	-0.28619015	0.24113888
250286337813487	0.7675516	0.02611447	0.17745622
250286342571196	0.6646209	0.274431	0.11362085
250286347328904	0.5557342	0.44837475	0.053908817
250286352086612	0.44715303	0.5337431	0.0042760535
250286356844321	0.3442223	0.5439751	-0.03405571
250286361602029	0.25198174	0.4819723	-0.0594066
250286366359737	0.17867795	0.38255405	-0.0697913
250286371117446	0.12140937	0.2669479	-0.06811142
250286375875154	0.076358095	0.16539164	-0.06276636
250286380632862	0.042302385	0.082466744	-0.057726722
250286385390571	0.018936807	0.012675445	-0.053908817
250286390148279	0.0056504994	-0.056199558	-0.05131264
250286394905987	0.0051923506	-0.12186752	-0.055435978
250286399663696	0.013591741	-0.16905683	-0.066431545
250286404421404	0.032070402	-0.1875355	-0.07987057
250286409179112	0.053450666	-0.18051054	-0.09193515
250286413936821	0.083230324	-0.19226968	-0.095142186
250286418694529	0.1262963	-0.2770272	-0.07834341
250286423452237	0.18127412	-0.45005462	-0.04291325
250286428209946	0.24587308	-0.6556106	1.527162E-4
250286432967654	0.31383178	-0.8214604	0.033444848
250286437725362	0.37965247	-0.8901827	0.057115857
250286442483071	0.43065968	-0.8428407	0.06887501
250286447240779	0.45891216	-0.70982486	0.07055488
250286451998487	0.46318823	-0.52885616	0.058795735
250286456756196	0.45295623	-0.3376555	0.04138609
250286461513904	0.43065968	-0.15042545	0.017409647
250286466271508	0.40225446	0.016340632	-0.008093959
250286471029217	0.36896232	0.1472184	-0.03252855
250286475787029	0.3318523	0.23747368	-0.057726722
250286480544633	0.29107708	0.28130323	-0.07696896
250286485302342	0.2525926	0.28848088	-0.09010255
250286490060154	0.22250749	0.2623664	-0.09407318
250286494817758	0.1989892	0.21563527	-0.091629714
250286499575467	0.18081598	0.15760311	-0.08842268
250286504333279	0.1744019	0.08384119	-0.08384119
250286509090883	0.18371758	-0.03848448	-0.07238748
250286513848592	0.20631959	-0.24923283	-0.05054906
250286518606404	0.23808455	-0.5355757	-0.018631376
250286523364112	0.27779076	-0.84452057	0.017562363
250286528121821	0.33521205	-1.0958914	0.060781047
